2026-03-04,11890164,Naas,I,H,0,16,52297875,7.50,2,6.5,283509,163305
2026-03-04,11890164,Naas,I,H,0,16,52709188,5.00,3,9.5,289173,11241
2026-03-04,11890164,Naas,I,H,0,16,40352599,34.00,4,3.75,248040,115614
2026-03-04,11890164,Naas,I,H,0,16,59678773,251.00,5,4,266772,192114
2026-03-04,11890164,Naas,I,H,0,16,41723430,251.00,6,4,301065,240543
2026-03-04,11890164,Naas,I,H,0,16,59186092,101.00,7,6,292584,11241
2026-03-04,11890164,Naas,I,H,0,16,61684511,251.00,8,2.5,297624,129276
2026-03-04,11890164,Naas,I,H,0,16,61750185,151.00,9,.5,302523,235116
2026-03-04,11890164,Naas,I,H,0,16,58963289,151.00,10,0.2,275934,122130
2026-03-04,11890164,Naas,I,H,0,16,59928561,51.00,11,3,251892,127323
2026-03-04,11890164,Naas,I,H,0,16,51800273,101.00,12,1.5,279237,235116
2026-03-04,11890164,Naas,I,H,0,16,60626825,251.00,13,5.5,266196,370971
2026-03-04,11890164,Naas,I,H,0,16,57654464,51.00,14,1.5,309894,71892
2026-03-04,11890164,Naas,I,H,0,16,28904120,21.00,15,.5,264864,149364
2026-03-04,11890164,Naas,I,H,0,16,59058545,251.00,16,24,295554,259740
2026-03-04,11890164,Naas,I,H,0,16,62202168,51.00,BD,-,305553,160524
2026-03-04,11890164,Naas,I,H,0,16,37576742,67.00,F,-,272205,227025
2026-03-04,11890164,Naas,I,H,0,16,39941146,15.00,F,-,277005,278739
2026-03-04,11890164,Naas,I,H,0,16,61456108,251.00,UR,-,274713,317871
2026-03-04,11861772,Catterick,G,H,4,15.5,30124724,3.00,1,0,247455,139968
2026-03-04,11861772,Catterick,G,H,4,15.5,36696219,2.50,2,1,279939,360648
2026-03-04,11861772,Catterick,G,H,4,15.5,21670376,4.33,3,11,244227,179694
2026-03-04,11861772,Catterick,G,H,4,15.5,40668418,126.00,4,0.3,291612,91368
2026-03-04,11861772,Catterick,G,H,4,15.5,22381555,21.00,5,31,296574,70668
2026-03-04,11861772,Catterick,G,H,4,15.5,21676249,8.00,PU,-,303561,132597
2026-03-04,11861772,Catterick,G,H,4,15.5,32180666,251.00,PU,-,238497,36486
2026-03-04,11861772,Catterick,G,H,4,15.5,49544313,41.00,PU,-,293565,39879
2026-03-04,11891412,Southwell,G,F,6,8,40668432,4.33,1,0,288531,91368
